capcode,discipline,region,location,description,remark
000707263,Brandweer,Utrecht,Loenen aan de Vecht,Blusgroep,
000707264,Brandweer,Utrecht,Loenen aan de Vecht,Bemanning HV,
000707265,Brandweer,Utrecht,Loenen aan de Vecht,Duikers (Abcoude / Loenen),
000707266,Brandweer,Utrecht,Nigtevecht,Blusgroep,
000707267,Brandweer,Utrecht,Loenen aan de Vecht,Korpsalarm,
000707268,Brandweer,Utrecht,Nigtevecht,Korpsalarm,
000707351,Brandweer,Utrecht,De Waarden - Lopik,Postcommandant,
000707352,Brandweer,Utrecht,De Waarden - Lopik,Blusgroep,
000707353,Brandweer,Utrecht,De Waarden - Lopik,HV-groep,
000707354,Brandweer,Utrecht,De Waarden - Benschop,Postcommandant,
000707355,Brandweer,Utrecht,De Waarden - Benschop,Bevelvoerders,
000707356,Brandweer,Utrecht,De Waarden - Benschop,Blusgroep 1,
000707357,Brandweer,Utrecht,De Waarden - Benschop,Blusgroep 2,
000707358,Brandweer,Utrecht,Lopik,Kazernetechniek,
000707359,Brandweer,Utrecht,Polsbroek,Blusgroep,
000707360,Brandweer,Utrecht,Lopikerkapel,Blusgroep,
000707363,Brandweer,Utrecht,De Waarden - Lopik,Postalarm (noodalarmering),
000707364,Brandweer,Utrecht,De Waarden - Benschop,Postalarm  (noodalarmering),
000707365,Brandweer,Utrecht,Polsbroek,Korpsalarm,
000707366,Brandweer,Utrecht,Lopikerkapel,Korpsalarm,
000707507,Brandweer,Utrecht,Maarn/Maarsbergen,Commandant,
000707508,Brandweer,Utrecht,Maarn,Postcommandant,
000707509,Brandweer,Utrecht,Maarn,Blusgroep,
000707510,Brandweer,Utrecht,Maarn,Kazernetechniek,
000707511,Brandweer,Utrecht,Maarsbergen,Kazernetechniek,
000707512,Brandweer,Utrecht,Maarsbergen,Postcommandant,
000707513,Brandweer,Utrecht,Maarn/Maarsbergen,Commando,
000707514,Brandweer,Utrecht,Maarn/Maarsbergen,Korpsalarm,
000707563,Brandweer,Utrecht,Maarsseveen/Tienhoven,Postcommandant,
000707571,Brandweer,Utrecht,Maarssen,Commandant,
000707573,Brandweer,Utrecht,Maarssen,Korpsalarm,
000707574,Brandweer,Utrecht,Maarssen,Duikers,
000707582,Brandweer,Utrecht,Maarsseveen/Tienhoven,Blusgroep,
000707583,Brandweer,Utrecht,Maarssen,Bevelvoerder van dienst,
000707584,Brandweer,Utrecht,Maarssen,Korpsalarm,
000707585,Brandweer,Utrecht,Tienhoven,Korpsalarm,
000707719,Brandweer,Utrecht,De Waarden - Montfoort,Postcommando,
000707720,Brandweer,Utrecht,De Waarden - Montfoort,Postalarm,
000707721,Brandweer,Utrecht,De Waarden - Montfoort,Blusgroep 1,
000707722,Brandweer,Utrecht,De Waarden - Montfoort,Blusgroep 2,
000707724,Brandweer,Utrecht,De Waarden - Montfoort,HVH-Specbak Team,
000707725,Brandweer,Utrecht,De Waarden - Montfoort,Postcommandant,
000707726,Brandweer,Utrecht,De Waarden - Linschoten,Postcommando,
000707727,Brandweer,Utrecht,De Waarden - Linschoten,Postalarm,
000707728,Brandweer,Utrecht,De Waarden - Linschoten,Blusgroep 1,
000707729,Brandweer,Utrecht,De Waarden - Linschoten,Blusgroep 2,
000707730,Brandweer,Utrecht,De Waarden - Linschoten,Postcommandant,
000707731,Brandweer,Utrecht,De Waarden,D-OvD,
000707732,Brandweer,Utrecht,De Waarden - Montfoort,Postsalarm (noodalarmering),
000707733,Brandweer,Utrecht,De Waarden - Linschoten,Postalarm (noodalarmering),
000707734,Brandweer,Utrecht,De Waarden - Montfoort,Brugbediening,
000707735,Brandweer,Utrecht,De Waarden - Linschoten,HVH-Spekbak Team,
000707739,Brandweer,Utrecht,Nieuwegein,Korpsalarm zuid,
000707740,Brandweer,Utrecht,Nieuwegein,Korpsalarm noord,
000707815,Brandweer,Utrecht,Nieuwegein,Blusgroep A zuid,
000707816,Brandweer,Utrecht,Nieuwegein,Blusgroep B zuid,
000707817,Brandweer,Utrecht,Nieuwegein,Blusgroep C zuid,
000707818,Brandweer,Utrecht,Nieuwegein,Blusgroep D zuid,
000707819,Brandweer,Utrecht,Nieuwegein,Korpsalarm zuid,
000707820,Brandweer,Utrecht,Nieuwegein,Dagdienst noord,
000707821,Brandweer,Utrecht,Nieuwegein,Dagdienst B noord,
000707822,Brandweer,Utrecht,Nieuwegein,HV-2 noord,
000707824,Brandweer,Utrecht,Nieuwegein,Korpsalarm noord,
000707826,Brandweer,Utrecht,Nieuwegein,Blusgroep A noord,
000707827,Brandweer,Utrecht,Nieuwegein,Blusgroep B noord,
000707828,Brandweer,Utrecht,Nieuwegein,Blusgroep C noord,
000707829,Brandweer,Utrecht,Nieuwegein,Blusgroep D noord,
000707926,Brandweer,Utrecht,,CvD district Rijn en Venen,
000707927,Brandweer,Utrecht,De Waarden - Oudewater,Postcommandant,
000707928,Brandweer,Utrecht,De Waarden - Oudewater,Brugwachter,
000707929,Brandweer,Utrecht,De Waarden - Oudewater,Korpsalarm,
000707932,Brandweer,Utrecht,De Waarden - Oudewater,Postalarm (noodalarmering),
000707933,Brandweer,Utrecht,De Waarden - Oudewater,Postcommando,
000707992,Brandweer,Utrecht,Renswoude,Commandant,
000707993,Brandweer,Utrecht,Renswoude,Plv. commandant,
000707994,Brandweer,Utrecht,Renswoude,Blusgroep,
000707995,Brandweer,Utrecht,Renswoude,Korpsalarm,
000708038,Brandweer,Utrecht,Rhenen,Commandant,
000708039,Brandweer,Utrecht,Rhenen,Postcommandant,
000708040,Brandweer,Utrecht,Rhenen,Plv. postcommandant,
000708041,Brandweer,Utrecht,Rhenen,Blusgroep 1,
000708042,Brandweer,Utrecht,Rhenen,Blusgroep 2,
000708043,Brandweer,Utrecht,Rhenen,Materiaalbeheer,
000708044,Brandweer,Utrecht,Achterberg,Postcommandant,
000708045,Brandweer,Utrecht,Achterberg,Plv. Postcommandant,
000708046,Brandweer,Utrecht,Achterberg,Blusgroep 1,
000708047,Brandweer,Utrecht,Achterberg,Blusgroep 2,
000708048,Brandweer,Utrecht,Elst,Postcommandant,
000708049,Brandweer,Utrecht,Elst,Plv. postcommandant,
000708050,Brandweer,Utrecht,Elst,Blusgroep 1,
000708051,Brandweer,Utrecht,Elst,Blusgroep 2,
000708052,Brandweer,Utrecht,Rhenen,Korpsalarm,
000708053,Brandweer,Utrecht,Achterberg,Korpsalarm,
000708054,Brandweer,Utrecht,Elst,Korpsalarm,
000708134,Brandweer,Utrecht,De Ronde Venen,Duikers Mijdrecht,
000708135,Brandweer,Utrecht,De Ronde Venen,Postalarm Mijdrecht,
000708136,Brandweer,Utrecht,De Ronde Venen,Blusgroep 1 Mijdrecht,
000708137,Brandweer,Utrecht,De Ronde Venen,Blusgroep 2 Mijdrecht,
000708138,Brandweer,Utrecht,De Ronde Venen,HW ploeg 1 Mijdrecht,
000708139,Brandweer,Utrecht,De Ronde Venen,HW Ploeg 2 Mijdrecht,
000708140,Brandweer,Utrecht,De Ronde Venen,Meetploeg,
000708141,Brandweer,Utrecht,De Ronde Venen,Postalarm Vinkeveen,
000708142,Brandweer,Utrecht,De Ronde Venen,Bootbemanning Vinkeveen,
000708143,Brandweer,Utrecht,De Ronde Venen,Blusgroep Vinkeveen,
000708144,Brandweer,Utrecht,De Ronde Venen,Commando Wilnis,
000708145,Brandweer,Utrecht,De Ronde Venen,Blusgroep Wilnis,
000708146,Brandweer,Utrecht,De Ronde Venen,Bemanning AL Mijdrecht,
000708153,Brandweer,Utrecht,De Ronde Venen,Mijdrecht Verkeerstechniek Dorpstraat,
000708156,Brandweer,Utrecht,De Ronde Venen,Brugwachters,
000708295,Brandweer,Utrecht,Soest,Blusgroep Lange Brinkweg,
000708296,Brandweer,Utrecht,Soest,Blusgroep Nijverheidsweg,
000708297,Brandweer,Utrecht,Soest,Bemanning AL,
000708298,Brandweer,Utrecht,Soesterberg,Bevelvoerders,
000708299,Brandweer,Utrecht,Soesterberg,Chauffeurs,
000708300,Brandweer,Utrecht,Soest,Korpsalarm,
000708301,Brandweer,Utrecht,Soesterberg,Korpsalarm,
000708302,Brandweer,Utrecht,Soesterberg,Blusgroep,
000708303,Brandweer,Utrecht,Soesterberg,Bevelvoerders,
000708441,Brandweer,Utrecht,Utrecht,OvD Utrecht-Stad,
000708442,Brandweer,Utrecht,Utrecht,Kazernealarm Tolsteeg (Centrum),
000708443,Brandweer,Utrecht,Utrecht,TS802 Tolsteeg (Centrum),
000708445,Brandweer,Utrecht,Utrecht,TS805 Tolsteeg (Centrum),
000708450,Brandweer,Utrecht,Utrecht,Kazernealarm Schepenbuurt (Noord),
000708452,Brandweer,Utrecht,Utrecht,TS602 Schepenbuurt (Noord),
000708453,Brandweer,Utrecht,Utrecht,Bemanning HA/AL Schepenbuurt (Noord),
000708460,Brandweer,Utrecht,Utrecht,Kazernealarm Voordorp (Oost),
000708462,Brandweer,Utrecht,Utrecht,TS702 Voordorp (Oost),
000708463,Brandweer,Utrecht,Utrecht,HA767 + HVH Voordorp (Oost),
000708464,Brandweer,Utrecht,Utrecht,HA757 Voordorp (Oost),
000708470,Brandweer,Utrecht,Utrecht,Kazernealarm Leidsche Rijn,
000708473,Brandweer,Utrecht,Utrecht,TS902 Leidsche Rijn,
000708474,Brandweer,Utrecht,Utrecht,HW705 Voordorp (Oost),
000708475,Brandweer,Utrecht,Utrecht,WO-917 Leidsche Rijn,
000708476,Brandweer,Utrecht,Utrecht,HV927 Leidsche Rijn,
000708478,Brandweer,Utrecht,Utrecht,HA957 Leidsche Rijn,
000708490,Brandweer,Utrecht,Utrecht,Postcommandant Zuilen,
000708491,Brandweer,Utrecht,Utrecht,Blusgroep 1 Zuilen,
000708492,Brandweer,Utrecht,Utrecht,Blusgroep 2 Zuilen,
000708493,Brandweer,Utrecht,Utrecht,Blusgroep 3 Zuilen,
000708494,Brandweer,Utrecht,Utrecht,Blusgroep 4 Zuilen,
000708500,Brandweer,Utrecht,Utrecht,Blusgroep 1 De Meern,
000708501,Brandweer,Utrecht,Utrecht,Blusgroep 2 De Meern,
000708502,Brandweer,Utrecht,Utrecht,Blusgroep 3 De Meern,
000708503,Brandweer,Utrecht,Utrecht,Postcommandant De Meern,
000708504,Brandweer,Utrecht,Utrecht,Rayoncommandant Vleuten/De Meern,
000708507,Brandweer,Utrecht,Utrecht,Postalarm De Meern,
000708509,Brandweer,Utrecht,Utrecht,TS 303 De Meern,
000708510,Brandweer,Utrecht,Utrecht,Blusgroep Vleuten,
000708511,Brandweer,Utrecht,Utrecht,Commando Vleuten/Haarzuilens,
000708520,Brandweer,Utrecht,Utrecht,Korpsalarm Schepenbuurt,
000708521,Brandweer,Utrecht,Utrecht,Korpsalarm Leidsche Rijn,
000708522,Brandweer,Utrecht,Utrecht,Korpsalarm Voordorp,
000708523,Brandweer,Utrecht,Utrecht,Korpsalarm Tolsteeg,
000708524,Brandweer,Utrecht,Utrecht,Korpsalarm Zuilen,
000708525,Brandweer,Utrecht,Utrecht,Korpsalarm de Meern,
000708526,Brandweer,Utrecht,Utrecht,Korpsalarm Vleuten,
000708793,Brandweer,Utrecht,Veenendaal,OvD groep A,
000708794,Brandweer,Utrecht,Veenendaal,OvD groep B,
000708795,Brandweer,Utrecht,Veenendaal,OvD groep C,
000708796,Brandweer,Utrecht,Veenendaal,Kazernetechniek,
000708797,Brandweer,Utrecht,Veenendaal,Bevelvoerders,
000708800,Brandweer,Utrecht,Veenendaal,Chauffeurs,
000708801,Brandweer,Utrecht,Veenendaal,Blusgroep A1,
000708802,Brandweer,Utrecht,Veenendaal,Blusgroep A2,
000708803,Brandweer,Utrecht,Veenendaal,Blusgroep B1,
000708804,Brandweer,Utrecht,Veenendaal,Blusgroep B2,
000708805,Brandweer,Utrecht,Veenendaal,Blusgroep C1,
000708806,Brandweer,Utrecht,Veenendaal,Blusgroep C2,
000708809,Brandweer,Utrecht,Veenendaal,Bemanning HW A1,
000708810,Brandweer,Utrecht,Veenendaal,Bemanning HW A2,
000708811,Brandweer,Utrecht,Veenendaal,Bemanning HW B1,
000708812,Brandweer,Utrecht,Veenendaal,Bemanning HW B2,
000708813,Brandweer,Utrecht,Veenendaal,Bemanning HW C1,
000708814,Brandweer,Utrecht,Veenendaal,Bemanning HW C2,
000708893,Brandweer,Utrecht,Vianen,Commando,
000708894,Brandweer,Utrecht,Vianen,Blusgroep 1,
000708895,Brandweer,Utrecht,Vianen,Blusgroep 2,
000708896,Brandweer,Utrecht,Vianen,Duikers 1,
000708897,Brandweer,Utrecht,Vianen,Duikers 2,
000708898,Brandweer,Utrecht,Vianen,Duikploegleiders,
000708899,Brandweer,Utrecht,Vianen,Technische Dienst,
000708900,Brandweer,Utrecht,Vianen,Bemanning HW groep 1,
000708901,Brandweer,Utrecht,Vianen,Bemanning HW groep 2,
000708902,Brandweer,Utrecht,Vianen,Bemanning HV-2 groep 1,
000708903,Brandweer,Utrecht,Vianen,Bemanning HV-2 groep 2,
000708904,Brandweer,Utrecht,Hagestein,Postcommandant,
000708905,Brandweer,Utrecht,Hagestein,Blusgroep,
000708906,Brandweer,Utrecht,Vianen,Externe alarmering,
000708907,Brandweer,Utrecht,Vianen,Korpsalarm,
000708908,Brandweer,Utrecht,Hagestein,Korpsalarm,
000708994,Brandweer,Utrecht,Wijk bij Duurstede,Commandant,
000708995,Brandweer,Utrecht,Wijk bij Duurstede,Commando,
000708996,Brandweer,Utrecht,Wijk bij Duurstede,Korpsalarm,
000708997,Brandweer,Utrecht,Wijk bij Duurstede,Duikers,
000708998,Brandweer,Utrecht,Wijk bij Duurstede,Kazerne-alarm,
000708999,Brandweer,Utrecht,Wijk bij Duurstede,Blusgroep 1,
000709000,Brandweer,Utrecht,Wijk bij Duurstede,Blusgroep 2,
000709002,Brandweer,Utrecht,Cothen,Postcommandant,
000709003,Brandweer,Utrecht,Cothen,Blusgroep,
000709004,Brandweer,Utrecht,Langbroek,Postcommandant,
000709005,Brandweer,Utrecht,Langbroek,Blusgroep,
000709006,Brandweer,Utrecht,Wijk bij Duurstede,Korpsalarm,
000709007,Brandweer,Utrecht,Langbroek,Korpsalarm,
000709008,Brandweer,Utrecht,Cothen,Korpsalarm,
000709095,Brandweer,Utrecht,De Waarden,Commandant,
000709096,Brandweer,Utrecht,De Waarden - Woerden,Postcommando,
000709098,Brandweer,Utrecht,De Waarden - Woerden,Blusgroep 1,
000709099,Brandweer,Utrecht,De Waarden - Woerden,Blusgroep 2,
000709100,Brandweer,Utrecht,De Waarden - Woerden,Blusgroep 3,
000709101,Brandweer,Utrecht,De Waarden - Woerden,Bemanning HW785,
000709102,Brandweer,Utrecht,De Waarden - Kamerik,Rietdekkers,
000709103,Brandweer,Utrecht,De Waarden - Harmelen,Postcommandant,
000709104,Brandweer,Utrecht,De Waarden - Harmelen,Blusgroep 1,
000709105,Brandweer,Utrecht,De Waarden - Harmelen,Blusgroep 2,
000709106,Brandweer,Utrecht,De Waarden - Kamerik,Postcommandant,
000709107,Brandweer,Utrecht,De Waarden - Kamerik,Blusgroep 1,
000709108,Brandweer,Utrecht,De Waarden - Kamerik,Blusgroep 2,
000709109,Brandweer,Utrecht,De Waarden - Zegveld,Postcommandant,
000709110,Brandweer,Utrecht,De Waarden - Zegveld,Blusgroep,
000709112,Brandweer,Utrecht,De Waarden - Woerden,Postalarm (noodalarmering),
000709113,Brandweer,Utrecht,De Waarden - Harmelen,Postalarm (noodalarmering),
000709114,Brandweer,Utrecht,De Waarden - Zegveld,Postalarm (noodalarmering),
000709115,Brandweer,Utrecht,De Waarden - Kamerik,Postalarm (noodalarmering),
000709116,Brandweer,Utrecht,De Waarden - Woerden,Chauffeurs HA,
000709117,Brandweer,Utrecht,Woerden,Lichtkrant,
000709124,Brandweer,Utrecht,De Waarden - Woerden,Piketploeg,
000709125,Brandweer,Utrecht,De Waarden - Woerden,Duikploeg,
000709281,Brandweer,Utrecht,Woudenberg,Commandant,
000709282,Brandweer,Utrecht,Woudenberg,Commando,
000709283,Brandweer,Utrecht,Woudenberg,Blusgroep 1,
000709284,Brandweer,Utrecht,Woudenberg,Blusgroep 2,
000709285,Brandweer,Utrecht,Woudenberg,Blusgroep 3,
000709286,Brandweer,Utrecht,Woudenberg,Bemanning HA,
000709287,Brandweer,Utrecht,Woudenberg,Bevelvoerders,
000709288,Brandweer,Utrecht,Woudenberg,Korpsalarm,
000709347,Brandweer,Utrecht,Zeist,Zeist CDT,CDT
000709349,Brandweer,Utrecht,Zeist,COT,COT
000709350,Brandweer,Utrecht,Den Dolder,Blusgroep,
000709353,Brandweer,Utrecht,Zeist,Kanspiket 1,
000709354,Brandweer,Utrecht,Zeist,Kanspiket 2,
000709355,Brandweer,Utrecht,Zeist,Bijzonder piket,
000709357,Brandweer,Utrecht,Zeist,Kazernealarm,
000709358,Brandweer,Utrecht,Zeist,Beroeps dagdienst,
000709361,Brandweer,Utrecht,Zeist,Noodalarm,
000709362,Brandweer,Utrecht,Den Dolder,Korpsalarm,
000709498,Brandweer,Utrecht,,AGS,
000709499,Brandweer,Utrecht,,Functionaris LMPO,
000709500,Brandweer,Utrecht,,HOvD West,
000709501,Brandweer,Utrecht,,HOvD Oost,
000709503,Brandweer,Utrecht,,Centralisten (groep),
000709504,Brandweer,Utrecht,,Peleton Eemland-Zuid,
000709505,Brandweer,Utrecht,,Piket Bosbrand,
000709507,Brandweer,Utrecht,,Centralisten,
000709508,Brandweer,Utrecht,,Centralisten,
000709509,Brandweer,Utrecht,,Peleton Rijn & Venen,
000709510,Brandweer,Utrecht,,Centralisten,
000709511,Brandweer,Utrecht,,Centralisten,
000709512,Brandweer,Utrecht,,Centralisten,
000709513,Brandweer,Utrecht,,Compagniescommandant Bravo 1,
000709514,Brandweer,Utrecht,,Peletonscommandant Lekstroom,
000709515,Brandweer,Utrecht,,Centralisten,
000709516,Brandweer,Utrecht,,Centralisten,
000709517,Brandweer,Utrecht,,Centralisten,
000709518,Brandweer,Utrecht,,Compagnie Alpha staf,
000709519,Brandweer,Utrecht,,Logistiek GMU,
000709520,Brandweer,Utrecht,,Centralisten,
000709521,Brandweer,Utrecht,,Centralisten,
000709522,Brandweer,Utrecht,,Centralisten,
000709523,Brandweer,Utrecht,,Centralisten,
000709524,Brandweer,Utrecht,,Centralisten,
000709525,Brandweer,Utrecht,,Centralisten,
000709526,Brandweer,Utrecht,,Centralisten,
000709527,Brandweer,Utrecht,,Centralisten,
000709528,Brandweer,Utrecht,,Centralisten,
000709529,Brandweer,Utrecht,,Centralisten,
000709530,Brandweer,Utrecht,,Centralisten,
000709531,Brandweer,Utrecht,,CaCo,
000709532,Brandweer,Utrecht,,Directeur VRU,
000709533,Brandweer,Utrecht,,RCvD,
000709536,Brandweer,Utrecht,Hilversum,alarmering vanuit RAC Utrecht,
000709539,Brandweer,Utrecht,,CvD,
000709545,Brandweer,Utrecht,,CvD,
000709560,Brandweer,Utrecht,,Monitorcode District Eemland,
000709561,Brandweer,Utrecht,,Monitorcode District Binnensticht - Lekstroom,
000709562,Brandweer,Utrecht,,Monitorcode District Heuvelrug,
000709563,Brandweer,Utrecht,,Monitorcode District Utrecht,
000709564,Brandweer,Utrecht,,Monitorcode District Rijn & Venen,
000709564,Ambulance,Amsterdam-Amstelland,,Monitorcode District Rijn en Venen,
000709602,Brandweer,Utrecht,,Staatsbosbeheer - boswachters,
000709606,Brandweer,Utrecht,,Koppelcode Hollands-Midden,
000709608,Brandweer,Utrecht,,Piket BGC,
000709609,Brandweer,Utrecht,,Persvoorlichter Regio,
000709615,Brandweer,Utrecht,,Beheer,
000709689,Brandweer,Utrecht,De Waarden - Woerden,Waarschuwings- en Verkenningsdienst,WVD
000709691,Brandweer,Utrecht,Zeist,WVD Zeist W012,WVD
000709703,Brandweer,Utrecht,Zeist,ZST716 + DPH543,DPH543
000709709,Brandweer,Utrecht,Zeist,ZST716 + SLH560,SLH560
000709715,Brandweer,Utrecht,Zeist,ZST716 + WTH549,WTH549
000709719,Brandweer,Utrecht,Den Dolder,HVR571,HVR571
000709720,Brandweer,Utrecht,Den Dolder,HVI570,HVI570
000720001,Ambulance,Flevoland,,Regionaal Proefalarm Ambulancepost,
000720002,Ambulance,Flevoland,,Officier van Dienst Geneeskundig,
000720004,Ambulance,Flevoland,,Hoofd Sectie GHOR,
000720005,Ambulance,Flevoland,,Regionaal Geneeskundig Functionaris,
000720006,Ambulance,Flevoland,,Ambuteam,
000720007,Ambulance,Flevoland,,Sigma-team,
000720009,Ambulance,Flevoland,,Coordinator gewondenvervoer,
000720010,Ambulance,Flevoland,,Hoofd Psychosociale Hulpverleningsorganisatie,
000720011,Ambulance,Flevoland,,GRIP 1,
000720012,Ambulance,Flevoland,,GRIP 2,
000720013,Ambulance,Flevoland,,GRIP 3,
000720014,Ambulance,Flevoland,,GRIP 4,
000720016,Ambulance,Flevoland,,Actiecentrum GHOR,
000720017,Ambulance,Flevoland,,Persvoorlichter,
000720019,Ambulance,Flevoland,,Infectieziekten,
000720022,Ambulance,Flevoland,,Leiding Meldkamer,
000720023,Ambulance,Flevoland,,Onderhoud Meldkamer,
000723083,Ambulance,Gooi en Vechtstreek,,Ambulance 14-183,
000723089,Ambulance,Gooi en Vechtstreek,,14-189,
000726001,Ambulance,Utrecht,,MMT - Mobiel Medisch Team,
000726003,Ambulance,Utrecht,,totaal,
000726013,Brandweer,Utrecht,,HAC (groepscode),
000726016,Ambulance,Utrecht,,LCI Arts - Landelijk Coördinatiecentrum Infectieziekten,
000726019,Ambulance,Utrecht,,SIGMA,
000726051,Ambulance,Utrecht,,HOV - Hoofd Opvang en Verzorging,
000726052,Ambulance,Utrecht,,DHOV - Hoofd Opvang en Verzorging,
000726063,Brandweer,Utrecht,,CvD-G piket,
000726067,Brandweer,Utrecht,,OvD-G piket,
000726111,Ambulance,Utrecht,,Ambulance-09-111,
000726112,Ambulance,Utrecht,,Ambulance-09-112,
000726115,Ambulance,Utrecht,,Ambulance-09-115,
000726117,Ambulance,Utrecht,,Ambulance-09-117,
000726118,Ambulance,Utrecht,,Ambulance-09-118,
000726119,Ambulance,Utrecht,,Ambulance-09-119,
000726120,Ambulance,Utrecht,Utrecht,Ambulance-09-120 Utrecht,
000726122,Ambulance,Utrecht,,Ambulance-09-122,
000726124,Ambulance,Utrecht,,Ambulance-09-124,
000726125,Ambulance,Utrecht,,Ambulance-09-125,
000726126,Ambulance,Utrecht,,Ambulance-09-126,
000726127,Ambulance,Utrecht,,Ambulance-09-127,
000726128,Ambulance,Utrecht,Maarsen,Ambulance-09-128 Maarssen,
000726128,Ambulance,Utrecht,,Ambulance-09-128,
000726129,Ambulance,Utrecht,,Ambulance-09-129,
000726133,Ambulance,Utrecht,,Ambulance-09-133,
000726134,Brandweer,Utrecht,Amersfoort,09-134,
000726135,Ambulance,Utrecht,Amersfoort,Ambulance-09-135 Amersfoort,
000726136,Ambulance,Utrecht,Amersfoort,Ambulance-09-136 Amersfoort,
000726141,Ambulance,Utrecht,,Ambulance-09-141,
000726144,Ambulance,Utrecht,Amersfoort,Ambulance-09-144 Amersfoort,
000726145,Ambulance,Utrecht,Rhenen,09-145,
000726146,Ambulance,Utrecht,Rhenen,09-146,
000726211,Ambulance,Utrecht,,Persoonlijke code Centralisten,
000726312,Ambulance,Utrecht,,Persoonlijke code OvD-G,
000726322,Ambulance,Utrecht,,Persoonlijke code OvD-G,
000726336,Brandweer,Utrecht,,CvD-G Persoonlijke code,
000726563,Ambulance,Utrecht,,Sololance-09-343,
000726566,Ambulance,Utrecht,,Rapid Responder 09-346,
000726900,Ambulance,Utrecht,,Monitorcode,
000726901,Ambulance,Utrecht,,Proefalarm,
000730000,Politie,Flevoland,,Monitorcode,
000730100,Politie,Flevoland,,Mobiele Eenheid,
000730201,Politie,Flevoland,,Aanhoudingseenheid,
000730305,Politie,Flevoland,,Persvoorlichting,
000730307,Politie,Flevoland,,Beheer Regionale Meldkamer,
000730314,Politie,Flevoland,,Piket VOA - VerkeersOngevallen Analysedienst,
000730316,Politie,Flevoland,,Persinformatie,
000730404,Politie,Flevoland,,District Management Team Noord,
000730405,Politie,Flevoland,,District Management Team Zuid,
000733139,Politie,Gooi en Vechtstreek,,IDR Gooi-Flevoland,
000733404,Politie,Gooi en Vechtstreek,,Persinfo,
000733999,Politie,Gooi en Vechtstreek,,Monitorcode,
000736001,Politie,Utrecht,Utrecht,Piket Staf SGBO,
000736005,Politie,Utrecht,Utrecht,,
000736006,Politie,Utrecht,,SGBO Staf 3,
000736051,Politie,Utrecht,,ME peloton 1,
000736052,Politie,Utrecht,,ME peloton 2,
000736053,Politie,Utrecht,,ME peloton 3,
000736054,Politie,Utrecht,,ME BraTra,
000736055,Politie,Utrecht,,Aanhoudings Eenheid,
000736056,Politie,Utrecht,,Video Eenheid,
000736057,Politie,Utrecht,,Hondengeleiders,
000736080,Politie,Utrecht,,Bureau Confict en Crisisbeheersing,
000736081,Politie,Utrecht,,Bureau Confict en Crisisbeheersing (groep),
000736085,Politie,Utrecht,,Team Explosieven Verkenning District West,
000736086,Politie,Utrecht,,Team Exploxieven Verkenning District Midden,
000736087,Politie,Utrecht,,Team Explosieven Verkenning District Oost,
000736089,Politie,Utrecht,,Bijzondere wetten (piket),
000736090,Politie,Utrecht,,Persalarm,
000736900,Politie,Utrecht,,Monitorcode,PUT monitor
000736901,Politie,Utrecht,,Proefalarm,
000736992,Politie,Utrecht,,Beheer,
000736993,Politie,Utrecht,,Beheer,
000770316,Politie,Flevoland,,Persinfo,
000773601,Politie,Utrecht,,Bureau Confict en Crisisbeheersing,
000803000,Brandweer,Noord- en Oost-Gelderland,,Regionaal Proefalarm Brandweer,
000803001,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Aalten,
000803002,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Winterswijk,
000803003,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Oost Gelre,
000803004,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Berkelland,
000803005,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Oude IJsselstreek,
000803006,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Montferland,
000803007,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Doetinchem,
000803008,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Bronckhorst,
000803009,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Brummen,
000803010,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Zutphen,
000803011,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Lochem,
000803012,Brandweer,Noord- en Oost-Gelderland,,Alle Korpsen Gemeente ??,
000803013,Brandweer,Noord- en Oost-Gelderland,,Alle Korpsen Gemeente ??,
000803014,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Apeldoorn,
000803015,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Ermelo,
000803016,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Harderwijk,
000803017,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Oldebroek,
000803018,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Hattem,
000803019,Brandweer,Noord- en Oost-Gelderland,,Korpsalarm Heerde,
000803041,Brandweer,Noord- en Oost-Gelderland,Aalten,Postcoordinator,
000803043,Brandweer,Noord- en Oost-Gelderland,Aalten,Bevelvoerders,
000803045,Brandweer,Noord- en Oost-Gelderland,Aalten,Lichtkrant,
000803046,Brandweer,Noord- en Oost-Gelderland,Aalten,Blusgroep-1,
000803047,Brandweer,Noord- en Oost-Gelderland,Aalten,Blusgroep-2,
000803048,Brandweer,Noord- en Oost-Gelderland,Aalten,Blusgroep-3,
000803049,Brandweer,Noord- en Oost-Gelderland,Aalten,Blusgroep-1 & 2,
